ID,Entidad,Categoria,Subtipo,TMPI_Score,Tier,Tiempo_Estimado_Cita,Bounty_Por_Cita,Sede,Dominio,Estatus_Dominio,Decisor_Clave,Dork_LinkedIn,Dork_CONDUSEF_SIPRES,Pitch_Asunto,Pitch_Cuerpo
42,Creciendo México,SOFIPO,Microfinanzas,97,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,creciendo.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Creciendo México"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Creciendo México""",Reducción de cartera vencida e incidentes de cobro en Creciendo México,"Hola [Nombre], en Toku ayudamos a entidades como Creciendo México a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
44,Real Financiera,SOFIPO,Crédito de Nómina y Pyme,97,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,realfinanciera.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Real Financiera"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Real Financiera""",Reducción de cartera vencida e incidentes de cobro en Real Financiera,"Hola [Nombre], en Toku ayudamos a entidades como Real Financiera a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
48,Financiera Más,SOFIPO,Microcréditos,97,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,financieramas.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Financiera Más"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Financiera Más""",Reducción de cartera vencida e incidentes de cobro en Financiera Más,"Hola [Nombre], en Toku ayudamos a entidades como Financiera Más a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
32,Amextra Finanzas,SOFIPO,Microcréditos Solidarios,97,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,amextra.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Amextra Finanzas"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Amextra Finanzas""",Reducción de cartera vencida e incidentes de cobro en Amextra Finanzas,"Hola [Nombre], en Toku ayudamos a entidades como Amextra Finanzas a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
5,Crédito Fácil,SOFOM,Préstamos Personales,95,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,creditofacil.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Crédito Fácil"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Crédito Fácil""",Reducción de cartera vencida e incidentes de cobro en Crédito Fácil,"Hola [Nombre], en Toku ayudamos a entidades como Crédito Fácil a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
3,Financiera Independencia,SOFOM,Crédito al Consumo Masivo,95,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,independencia.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Financiera Independencia"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Financiera Independencia""",Reducción de cartera vencida e incidentes de cobro en Financiera Independencia,"Hola [Nombre], en Toku ayudamos a entidades como Financiera Independencia a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
18,Pro Crédito,SOFOM,Crédito Pyme y Consumo,95,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,procredito.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Pro Crédito"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Pro Crédito""",Reducción de cartera vencida e incidentes de cobro en Pro Crédito,"Hola [Nombre], en Toku ayudamos a entidades como Pro Crédito a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
13,Crédito Único,SOFOM,Préstamos Personales,95,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,creditounico.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Crédito Único"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Crédito Único""",Reducción de cartera vencida e incidentes de cobro en Crédito Único,"Hola [Nombre], en Toku ayudamos a entidades como Crédito Único a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
2,MexDin,SOFOM,Préstamos Personales,95,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,mexdin.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""MexDin"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""MexDin""",Reducción de cartera vencida e incidentes de cobro en MexDin,"Hola [Nombre], en Toku ayudamos a entidades como MexDin a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
45,Únete Financiera,SOFIPO,Préstamos Personales,92,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,unetefinanciera.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Únete Financiera"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Únete Financiera""",Reducción de cartera vencida e incidentes de cobro en Únete Financiera,"Hola [Nombre], en Toku ayudamos a entidades como Únete Financiera a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
49,JP SofiExpress,SOFIPO,Crédito al Consumo,92,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Jalisco / CDMX,sofiexpress.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""JP SofiExpress"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""JP SofiExpress""",Reducción de cartera vencida e incidentes de cobro en JP SofiExpress,"Hola [Nombre], en Toku ayudamos a entidades como JP SofiExpress a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
14,Credimon,SOFOM,Crédito y Liquidez,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,credimon.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Credimon"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Credimon""",Reducción de cartera vencida e incidentes de cobro en Credimon,"Hola [Nombre], en Toku ayudamos a entidades como Credimon a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
6,Plan Credi,SOFOM,Financiamiento,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Puebla / CDMX,plancredi.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Plan Credi"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Plan Credi""",Reducción de cartera vencida e incidentes de cobro en Plan Credi,"Hola [Nombre], en Toku ayudamos a entidades como Plan Credi a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
7,Apoyo Económico Familiar,SOFOM,Préstamos Grupales e Individuales,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,apoyoeconomico.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Apoyo Económico Familiar"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Apoyo Económico Familiar""",Reducción de cartera vencida e incidentes de cobro en Apoyo Económico Familiar,"Hola [Nombre], en Toku ayudamos a entidades como Apoyo Económico Familiar a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
19,Podemos Progresar,SOFOM,Crédito Grupal Mujeres,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,podemos.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Podemos Progresar"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Podemos Progresar""",Reducción de cartera vencida e incidentes de cobro en Podemos Progresar,"Hola [Nombre], en Toku ayudamos a entidades como Podemos Progresar a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
8,H Financieros,SOFOM,Financiamiento Corporativo/Pyme,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Jalisco / CDMX,hfinancieros.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""H Financieros"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""H Financieros""",Reducción de cartera vencida e incidentes de cobro en H Financieros,"Hola [Nombre], en Toku ayudamos a entidades como H Financieros a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
17,Percapita,SOFOM,Financiamiento,90,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,percapita.com.mx,Requiere Verificación DNS,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Percapita"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Percapita""",Reducción de cartera vencida e incidentes de cobro en Percapita,"Hola [Nombre], en Toku ayudamos a entidades como Percapita a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
21,PREMO,SOFIPO,Crédito Pyme FinTech,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Guadalajara / CDMX,premo.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""PREMO"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""PREMO""",Reducción de cartera vencida e incidentes de cobro en PREMO,"Hola [Nombre], en Toku ayudamos a entidades como PREMO a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
22,Broxel FinTech Crédito,SOFIPO,Medios de Pago y Crédito,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,broxel.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Broxel FinTech Crédito"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Broxel FinTech Crédito""",Reducción de cartera vencida e incidentes de cobro en Broxel FinTech Crédito,"Hola [Nombre], en Toku ayudamos a entidades como Broxel FinTech Crédito a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
20,Progressa,SOFIPO,Ahorro y Crédito Popular,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,progressa.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Progressa"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Progressa""",Reducción de cartera vencida e incidentes de cobro en Progressa,"Hola [Nombre], en Toku ayudamos a entidades como Progressa a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
27,Fondeadora,SOFIPO,Neobanco / Cuenta Débito y Crédito,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,fondeadora.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Fondeadora"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Fondeadora""",Reducción de cartera vencida e incidentes de cobro en Fondeadora,"Hola [Nombre], en Toku ayudamos a entidades como Fondeadora a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
26,Kubo Financiero,SOFIPO,Crédito e Inversión Digital,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,kubofinanciero.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Kubo Financiero"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Kubo Financiero""",Reducción de cartera vencida e incidentes de cobro en Kubo Financiero,"Hola [Nombre], en Toku ayudamos a entidades como Kubo Financiero a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
25,Financiera Libertad,SOFIPO,Servicios Financieros Masivos,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Querétaro / CDMX,libertad.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Financiera Libertad"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Financiera Libertad""",Reducción de cartera vencida e incidentes de cobro en Financiera Libertad,"Hola [Nombre], en Toku ayudamos a entidades como Financiera Libertad a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
23,Stori Card,SOFIPO,Tarjetas de Crédito / Ahorro,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,storicard.com,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Stori Card"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Stori Card""",Reducción de cartera vencida e incidentes de cobro en Stori Card,"Hola [Nombre], en Toku ayudamos a entidades como Stori Card a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
31,Trafalgar,SOFIPO,FinTech / Wallets,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,trafalgar.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Trafalgar"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Trafalgar""",Reducción de cartera vencida e incidentes de cobro en Trafalgar,"Hola [Nombre], en Toku ayudamos a entidades como Trafalgar a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
33,Unagra,SOFIPO,Financiamiento Agropecuario,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",CDMX,unagra.com.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Unagra"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Unagra""",Reducción de cartera vencida e incidentes de cobro en Unagra,"Hola [Nombre], en Toku ayudamos a entidades como Unagra a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
34,Paso Seguro Creando Futuro,SOFIPO,Ahorro y Préstamo,87,Tier A (Inmediato),3 a 7 días,"$2,000 USD",Oaxaca / CDMX,pasoseguro.mx,Activo / En Línea,Director de Cobranza / CFO / Head de Riesgo,"site:linkedin.com/in (""Paso Seguro Creando Futuro"") (""Director de Cobranza"" OR ""Director de Crédito"" OR ""CFO"" OR ""Head of Payments"")","site:condusef.gob.mx ""SIPRES"" ""Paso Seguro Creando Futuro""",Reducción de cartera vencida e incidentes de cobro en Paso Seguro Creando Futuro,"Hola [Nombre], en Toku ayudamos a entidades como Paso Seguro Creando Futuro a reducir el rebote en cobro recurrente y domiciliado hasta un 30% con reintentos inteligentes y ligas automáticas vía WhatsApp. ¿Podríamos coordinar una llamada remota de 15 min este jueves a las 11:00 AM para revisar el modelo?"
